mun_mic_mes,Municipio_ID
"EsperançaEsperançaAgreste Paraibano",1319
"FagundesCampina GrandeAgreste Paraibano",1320
"Frei MartinhoSeridó Oriental ParaibanoBorborema",1321
"Gado BravoUmbuzeiroAgreste Paraibano",1322
"GuarabiraGuarabiraAgreste Paraibano",1323
"GurinhémItabaianaAgreste Paraibano",1324
"GurjãoCariri OrientalBorborema",1325
"IbiaraItaporangaSertão Paraibano",1326
"IgaracyPiancóSertão Paraibano",1327
"ImaculadaSerra do TeixeiraSertão Paraibano",1328
"IngáItabaianaAgreste Paraibano",1329
"ItabaianaItabaianaAgreste Paraibano",1330
"ItaporangaItaporangaSertão Paraibano",1331
"ItapororocaLitoral NorteMata Paraibana",1332
"ItatubaItabaianaAgreste Paraibano",1333
"JacaraúLitoral NorteMata Paraibana",1334
"JericóCatolé do RochaSertão Paraibano",1335
"João PessoaJoão PessoaMata Paraibana",1336
"Joca ClaudinoCajazeirasSertão Paraibano",1337
"Juarez TávoraItabaianaAgreste Paraibano",1338
"JuazeirinhoSeridó Oriental ParaibanoBorborema",1339
"Junco do SeridóSeridó Ocidental ParaibanoBorborema",1340
"JuripirangaSapéMata Paraibana",1341
"JuruSerra do TeixeiraSertão Paraibano",1342
"LagoaCatolé do RochaSertão Paraibano",1343
"Lagoa de DentroGuarabiraAgreste Paraibano",1344
"Lagoa SecaCampina GrandeAgreste Paraibano",1345
"LastroSousaSertão Paraibano",1346
"LivramentoCariri OcidentalBorborema",1347
"LogradouroGuarabiraAgreste Paraibano",1348
"LucenaJoão PessoaMata Paraibana",1349
"Mãe d'ÁguaPatosSertão Paraibano",1350
"MaltaSousaSertão Paraibano",1351
"MamanguapeLitoral NorteMata Paraibana",1352
"ManaíraSerra do TeixeiraSertão Paraibano",1353
"MarcaçãoLitoral NorteMata Paraibana",1354
"MariSapéMata Paraibana",1355
"MarizópolisSousaSertão Paraibano",1356
"MassarandubaCampina GrandeAgreste Paraibano",1357
"MataracaLitoral NorteMata Paraibana",1358
"MatinhasBrejo ParaibanoAgreste Paraibano",1359
"Mato GrossoCatolé do RochaSertão Paraibano",1360
"MaturéiaSerra do TeixeiraSertão Paraibano",1361
"MogeiroItabaianaAgreste Paraibano",1362
"MontadasEsperançaAgreste Paraibano",1363
"Monte HorebeCajazeirasSertão Paraibano",1364
"MonteiroCariri OcidentalBorborema",1365
"MulunguGuarabiraAgreste Paraibano",1366
"NatubaUmbuzeiroAgreste Paraibano",1367
"NazarezinhoSousaSertão Paraibano",1368
"Nova FlorestaCurimataú OcidentalAgreste Paraibano",1369
"Nova OlindaPiancóSertão Paraibano",1370
"Nova PalmeiraSeridó Oriental ParaibanoBorborema",1371
"Olho d'ÁguaPiancóSertão Paraibano",1372
"OlivedosCurimataú OcidentalAgreste Paraibano",1373
"Ouro VelhoCariri OcidentalBorborema",1374
"ParariCariri OcidentalBorborema",1375
"PassagemPatosSertão Paraibano",1376
"PatosPatosSertão Paraibano",1377
"PaulistaSousaSertão Paraibano",1378
"Pedra BrancaItaporangaSertão Paraibano",1379
"Pedra LavradaSeridó Oriental ParaibanoBorborema",1380
"Pedras de FogoLitoral SulMata Paraibana",1381
"Pedro RégisLitoral NorteMata Paraibana",1382
"PiancóPiancóSertão Paraibano",1383
"PicuíSeridó Oriental ParaibanoBorborema",1384
"PilarSapéMata Paraibana",1385
"PilõesBrejo ParaibanoAgreste Paraibano",1386
"PilõezinhosGuarabiraAgreste Paraibano",1387
"PirpiritubaGuarabiraAgreste Paraibano",1388
"PitimbuLitoral SulMata Paraibana",1389
"PocinhosCurimataú OcidentalAgreste Paraibano",1390
"Poço DantasCajazeirasSertão Paraibano",1391
"Poço de José de MouraCajazeirasSertão Paraibano",1392
"PombalSousaSertão Paraibano",1393
"PrataCariri OcidentalBorborema",1394
"Princesa IsabelSerra do TeixeiraSertão Paraibano",1395
"PuxinanãCampina GrandeAgreste Paraibano",1396
"QueimadasCampina GrandeAgreste Paraibano",1397
"QuixabaPatosSertão Paraibano",1398
"RemígioCurimataú OcidentalAgreste Paraibano",1399
"RiachãoCurimataú OrientalAgreste Paraibano",1400
"Riachão do BacamarteItabaianaAgreste Paraibano",1401
"Riachão do PoçoSapéMata Paraibana",1402
"Riacho de Santo AntônioCariri OrientalBorborema",1403
"Riacho dos CavalosCatolé do RochaSertão Paraibano",1404
"Rio TintoLitoral NorteMata Paraibana",1405
"SalgadinhoSeridó Ocidental ParaibanoBorborema",1406
"Salgado de São FélixItabaianaAgreste Paraibano",1407
"Santa CecíliaUmbuzeiroAgreste Paraibano",1408
"Santa CruzSousaSertão Paraibano",1409
"Santa HelenaCajazeirasSertão Paraibano",1410
"Santa InêsItaporangaSertão Paraibano",1411
"Santa LuziaSeridó Ocidental ParaibanoBorborema",1412
"Santa RitaJoão PessoaMata Paraibana",1413
"Santa TeresinhaPatosSertão Paraibano",1414
"Santana de MangueiraItaporangaSertão Paraibano",1415
"Santana dos GarrotesPiancóSertão Paraibano",1416
"Santo AndréCariri OrientalBorborema",1417
"São BentinhoSousaSertão Paraibano",1418
"São BentoCatolé do RochaSertão Paraibano",1419
"São DomingosSousaSertão Paraibano",1420
"São Domingos do CaririCariri OrientalBorborema",1421
"São FranciscoSousaSertão Paraibano",1422
"São João do CaririCariri OrientalBorborema",1423
"São João do Rio do PeixeCajazeirasSertão Paraibano",1424
"São João do TigreCariri OcidentalBorborema",1425
"São José da Lagoa TapadaSousaSertão Paraibano",1426
"São José de CaianaItaporangaSertão Paraibano",1427
"São José de EspinharasPatosSertão Paraibano",1428
"São José de PiranhasCajazeirasSertão Paraibano",1429
"São José de PrincesaSerra do TeixeiraSertão Paraibano",1430
"São José do BonfimPatosSertão Paraibano",1431
"São José do Brejo do CruzCatolé do RochaSertão Paraibano",1432
"São José do SabugiSeridó Ocidental ParaibanoBorborema",1433
"São José dos CordeirosCariri OcidentalBorborema",1434
"São José dos RamosSapéMata Paraibana",1435
"São MamedeSeridó Ocidental ParaibanoBorborema",1436
"São Miguel de TaipuSapéMata Paraibana",1437
"São Sebastião de Lagoa de RoçaEsperançaAgreste Paraibano",1438
"São Sebastião do UmbuzeiroCariri OcidentalBorborema",1439
"São Vicente do SeridóSeridó Oriental ParaibanoBorborema",1440
"SapéSapéMata Paraibana",1441
"Serra BrancaCariri OcidentalBorborema",1442
"Serra da RaizGuarabiraAgreste Paraibano",1443
"Serra GrandeItaporangaSertão Paraibano",1444
"Serra RedondaCampina GrandeAgreste Paraibano",1445
"SerrariaBrejo ParaibanoAgreste Paraibano",1446
"SertãozinhoGuarabiraAgreste Paraibano",1447
"SobradoSapéMata Paraibana",1448
"SolâneaCurimataú OrientalAgreste Paraibano",1449
"SoledadeCurimataú OcidentalAgreste Paraibano",1450
"SossêgoCurimataú OcidentalAgreste Paraibano",1451
"SousaSousaSertão Paraibano",1452
"SuméCariri OcidentalBorborema",1453
"TacimaCurimataú OrientalAgreste Paraibano",1454
"TaperoáCariri OcidentalBorborema",1455
"TavaresSerra do TeixeiraSertão Paraibano",1456
"TeixeiraSerra do TeixeiraSertão Paraibano",1457
"TenórioSeridó Oriental ParaibanoBorborema",1458
"TriunfoCajazeirasSertão Paraibano",1459
"UiraúnaCajazeirasSertão Paraibano",1460
"UmbuzeiroUmbuzeiroAgreste Paraibano",1461
"VárzeaSeridó Ocidental ParaibanoBorborema",1462
"VieirópolisSousaSertão Paraibano",1463
"Vista SerranaSousaSertão Paraibano",1464
"ZabelêCariri OcidentalBorborema",1465
"Abreu e LimaRecifeMetropolitana de Recife",1466
"Afogados da IngazeiraPajeúSertão Pernambucano",1467
"AfrânioPetrolinaSão Francisco Pernambucano",1468
"AgrestinaBrejo PernambucanoAgreste Pernambucano",1469
"Água PretaMata Meridional PernambucanaMata Pernambucana",1470
"Águas BelasVale do IpanemaAgreste Pernambucano",1471
"AlagoinhaVale do IpojucaAgreste Pernambucano",1472
"AliançaMata Setentrional PernambucanaMata Pernambucana",1473
"AltinhoBrejo PernambucanoAgreste Pernambucano",1474
"AmarajiMata Meridional PernambucanaMata Pernambucana",1475
"AngelimGaranhunsAgreste Pernambucano",1476
"AraçoiabaItamaracáMetropolitana de Recife",1477
"AraripinaAraripinaSertão Pernambucano",1478
"ArcoverdeSertão do MoxotóSertão Pernambucano",1479
"Barra de GuabirabaBrejo PernambucanoAgreste Pernambucano",1480
"BarreirosMata Meridional PernambucanaMata Pernambucana",1481
"Belém de MariaMata Meridional PernambucanaMata Pernambucana",1482
"Belém do São FranciscoItaparicaSão Francisco Pernambucano",1483
"Belo JardimVale do IpojucaAgreste Pernambucano",1484
"BetâniaSertão do MoxotóSertão Pernambucano",1485
"BezerrosVale do IpojucaAgreste Pernambucano",1486
"BodocóAraripinaSertão Pernambucano",1487
"Bom ConselhoGaranhunsAgreste Pernambucano",1488
"Bom JardimMédio CapibaribeAgreste Pernambucano",1489
"BonitoBrejo PernambucanoAgreste Pernambucano",1490
"BrejãoGaranhunsAgreste Pernambucano",1491
"BrejinhoPajeúSertão Pernambucano",1492
"Brejo da Madre de DeusVale do IpojucaAgreste Pernambucano",1493
"Buenos AiresMata Setentrional PernambucanaMata Pernambucana",1494
"BuíqueVale do IpanemaAgreste Pernambucano",1495
"Cabo de Santo AgostinhoSuapeMetropolitana de Recife",1496
"CabrobóPetrolinaSão Francisco Pernambucano",1497
"CachoeirinhaVale do IpojucaAgreste Pernambucano",1498
"CaetésGaranhunsAgreste Pernambucano",1499
"CalçadoGaranhunsAgreste Pernambucano",1500
"CalumbiPajeúSertão Pernambucano",1501
"CamaragibeRecifeMetropolitana de Recife",1502
"Camocim de São FélixBrejo PernambucanoAgreste Pernambucano",1503
"CamutangaMata Setentrional PernambucanaMata Pernambucana",1504
"CanhotinhoGaranhunsAgreste Pernambucano",1505
"CapoeirasVale do IpojucaAgreste Pernambucano",1506
"CarnaíbaPajeúSertão Pernambucano",1507
"Carnaubeira da PenhaItaparicaSão Francisco Pernambucano",1508
"CarpinaMata Setentrional PernambucanaMata Pernambucana",1509
"CaruaruVale do IpojucaAgreste Pernambucano",1510
"CasinhasAlto CapibaribeAgreste Pernambucano",1511
"CatendeMata Meridional PernambucanaMata Pernambucana",1512
"CedroSalgueiroSertão Pernambucano",1513
"Chã de AlegriaVitória de Santo AntãoMata Pernambucana",1514
"Chã GrandeVitória de Santo AntãoMata Pernambucana",1515
"CondadoMata Setentrional PernambucanaMata Pernambucana",1516
"CorrentesGaranhunsAgreste Pernambucano",1517
"CortêsMata Meridional PernambucanaMata Pernambucana",1518
"CumaruMédio CapibaribeAgreste Pernambucano",1519
"CupiraBrejo PernambucanoAgreste Pernambucano",1520
"CustódiaSertão do MoxotóSertão Pernambucano",1521
"DormentesPetrolinaSão Francisco Pernambucano",1522
"EscadaMata Meridional PernambucanaMata Pernambucana",1523
"ExuAraripinaSertão Pernambucano",1524
"Feira NovaMédio CapibaribeAgreste Pernambucano",1525
"Fernando de NoronhaFernando de NoronhaMetropolitana de Recife",1526
"FerreirosMata Setentrional PernambucanaMata Pernambucana",1527
"FloresPajeúSertão Pernambucano",1528
"FlorestaItaparicaSão Francisco Pernambucano",1529
"Frei MiguelinhoAlto CapibaribeAgreste Pernambucano",1530
"GameleiraMata Meridional PernambucanaMata Pernambucana",1531
"GaranhunsGaranhunsAgreste Pernambucano",1532
"Glória do GoitáVitória de Santo AntãoMata Pernambucana",1533
"GoianaMata Setentrional PernambucanaMata Pernambucana",1534
"GranitoAraripinaSertão Pernambucano",1535
"GravatáVale do IpojucaAgreste Pernambucano",1536
"IatiGaranhunsAgreste Pernambucano",1537
"IbimirimSertão do MoxotóSertão Pernambucano",1538
"IbirajubaBrejo PernambucanoAgreste Pernambucano",1539
"IgarassuItamaracáMetropolitana de Recife",1540
"IguaracyPajeúSertão Pernambucano",1541
"Ilha de ItamaracáItamaracáMetropolitana de Recife",1542
"InajáSertão do MoxotóSertão Pernambucano",1543
"IngazeiraPajeúSertão Pernambucano",1544
"IpojucaSuapeMetropolitana de Recife",1545
"IpubiAraripinaSertão Pernambucano",1546
"ItacurubaItaparicaSão Francisco Pernambucano",1547
"ItaíbaVale do IpanemaAgreste Pernambucano",1548
"ItambéMata Setentrional PernambucanaMata Pernambucana",1549
"ItapetimPajeúSertão Pernambucano",1550
"ItapissumaItamaracáMetropolitana de Recife",1551
"ItaquitingaMata Setentrional PernambucanaMata Pernambucana",1552
"Jaboatão dos GuararapesRecifeMetropolitana de Recife",1553
"JaqueiraMata Meridional PernambucanaMata Pernambucana",1554
"JataúbaVale do IpojucaAgreste Pernambucano",1555
"JatobáItaparicaSão Francisco Pernambucano",1556
"João AlfredoMédio CapibaribeAgreste Pernambucano",1557
"Joaquim NabucoMata Meridional PernambucanaMata Pernambucana",1558
"JucatiGaranhunsAgreste Pernambucano",1559
"JupiGaranhunsAgreste Pernambucano",1560
"JuremaGaranhunsAgreste Pernambucano",1561
"Lagoa de ItaengaMata Setentrional PernambucanaMata Pernambucana",1562
"Lagoa do CarroMata Setentrional PernambucanaMata Pernambucana",1563
"Lagoa do OuroGaranhunsAgreste Pernambucano",1564
"Lagoa dos GatosBrejo PernambucanoAgreste Pernambucano",1565
"Lagoa GrandePetrolinaSão Francisco Pernambucano",1566
"LajedoGaranhunsAgreste Pernambucano",1567
"LimoeiroMédio CapibaribeAgreste Pernambucano",1568
"MacaparanaMata Setentrional PernambucanaMata Pernambucana",1569
"MachadosMédio CapibaribeAgreste Pernambucano",1570
"ManariSertão do MoxotóSertão Pernambucano",1571
"MaraialMata Meridional PernambucanaMata Pernambucana",1572
"MirandibaSalgueiroSertão Pernambucano",1573
"MoreilândiaAraripinaSertão Pernambucano",1574
"MorenoRecifeMetropolitana de Recife",1575
"Nazaré da MataMata Setentrional PernambucanaMata Pernambucana",1576
"OlindaRecifeMetropolitana de Recife",1577
"OrobóMédio CapibaribeAgreste Pernambucano",1578
"OrocóPetrolinaSão Francisco Pernambucano",1579
"OuricuriAraripinaSertão Pernambucano",1580
"PalmaresMata Meridional PernambucanaMata Pernambucana",1581
"PalmeirinaGaranhunsAgreste Pernambucano",1582
"PanelasBrejo PernambucanoAgreste Pernambucano",1583
"ParanatamaGaranhunsAgreste Pernambucano",1584
"ParnamirimSalgueiroSertão Pernambucano",1585
"PassiraMédio CapibaribeAgreste Pernambucano",1586
"PaudalhoMata Setentrional PernambucanaMata Pernambucana",1587
"PaulistaRecifeMetropolitana de Recife",1588
"PedraVale do IpanemaAgreste Pernambucano",1589
"PesqueiraVale do IpojucaAgreste Pernambucano",1590
"PetrolândiaItaparicaSão Francisco Pernambucano",1591
"PetrolinaPetrolinaSão Francisco Pernambucano",1592
"PoçãoVale do IpojucaAgreste Pernambucano",1593
"PombosVitória de Santo AntãoMata Pernambucana",1594
"PrimaveraMata Meridional PernambucanaMata Pernambucana",1595
"QuipapáMata Meridional PernambucanaMata Pernambucana",1596
"QuixabaPajeúSertão Pernambucano",1597
"RecifeRecifeMetropolitana de Recife",1598
"Riacho das AlmasVale do IpojucaAgreste Pernambucano",1599
"RibeirãoMata Meridional PernambucanaMata Pernambucana",1600
"Rio FormosoMata Meridional PernambucanaMata Pernambucana",1601
"SairéBrejo PernambucanoAgreste Pernambucano",1602
"SalgadinhoMédio CapibaribeAgreste Pernambucano",1603
"SalgueiroSalgueiroSertão Pernambucano",1604
"SaloáGaranhunsAgreste Pernambucano",1605
"SanharóVale do IpojucaAgreste Pernambucano",1606
"Santa CruzAraripinaSertão Pernambucano",1607
"Santa Cruz da Baixa VerdePajeúSertão Pernambucano",1608
"Santa Cruz do CapibaribeAlto CapibaribeAgreste Pernambucano",1609
"Santa FilomenaAraripinaSertão Pernambucano",1610
"Santa Maria da Boa VistaPetrolinaSão Francisco Pernambucano",1611
"Santa Maria do CambucáAlto CapibaribeAgreste Pernambucano",1612
"Santa TerezinhaPajeúSertão Pernambucano",1613
"São Benedito do SulMata Meridional PernambucanaMata Pernambucana",1614
"São Bento do UnaVale do IpojucaAgreste Pernambucano",1615
"São CaitanoVale do IpojucaAgreste Pernambucano",1616
"São JoãoGaranhunsAgreste Pernambucano",1617
"São Joaquim do MonteBrejo PernambucanoAgreste Pernambucano",1618
"São José da Coroa GrandeMata Meridional PernambucanaMata Pernambucana",1619
"São José do BelmonteSalgueiroSertão Pernambucano",1620
"São José do EgitoPajeúSertão Pernambucano",1621
"São Lourenço da MataRecifeMetropolitana de Recife",1622
"São Vicente FérrerMédio CapibaribeAgreste Pernambucano",1623
"Serra TalhadaPajeúSertão Pernambucano",1624
"SerritaSalgueiroSertão Pernambucano",1625
"SertâniaSertão do MoxotóSertão Pernambucano",1626
"SirinhaémMata Meridional PernambucanaMata Pernambucana",1627
"SolidãoPajeúSertão Pernambucano",1628
"SurubimAlto CapibaribeAgreste Pernambucano",1629
"TabiraPajeúSertão Pernambucano",1630
"TacaimbóVale do IpojucaAgreste Pernambucano",1631
"TacaratuItaparicaSão Francisco Pernambucano",1632
"TamandaréMata Meridional PernambucanaMata Pernambucana",1633
"Taquaritinga do NorteAlto CapibaribeAgreste Pernambucano",1634
"TerezinhaGaranhunsAgreste Pernambucano",1635
"Terra NovaPetrolinaSão Francisco Pernambucano",1636
"TimbaúbaMata Setentrional PernambucanaMata Pernambucana",1637
"ToritamaAlto CapibaribeAgreste Pernambucano",1638
"TracunhaémMata Setentrional PernambucanaMata Pernambucana",1639
"TrindadeAraripinaSertão Pernambucano",1640
"TriunfoPajeúSertão Pernambucano",1641
"TupanatingaVale do IpanemaAgreste Pernambucano",1642
"TuparetamaPajeúSertão Pernambucano",1643
"VenturosaVale do IpanemaAgreste Pernambucano",1644
"VerdejanteSalgueiroSertão Pernambucano",1645
"Vertente do LérioAlto CapibaribeAgreste Pernambucano",1646
"VertentesAlto CapibaribeAgreste Pernambucano",1647
"VicênciaMata Setentrional PernambucanaMata Pernambucana",1648
"Vitória de Santo AntãoVitória de Santo AntãoMata Pernambucana",1649
"XexéuMata Meridional PernambucanaMata Pernambucana",1650
"Água BrancaSerrana do Sertão AlagoanoSertão Alagoano",1651
"AnadiaSão Miguel dos CamposLeste Alagoano",1652
"ArapiracaArapiracaAgreste Alagoano",1653
"AtalaiaMata AlagoanaLeste Alagoano",1654
"Barra de Santo AntônioMaceióLeste Alagoano",1655
"Barra de São MiguelMaceióLeste Alagoano",1656
"BatalhaBatalhaSertão Alagoano",1657
"BelémPalmeira dos ÍndiosAgreste Alagoano",1658
"Belo MonteBatalhaSertão Alagoano",1659
"Boca da MataSão Miguel dos CamposLeste Alagoano",1660
"BranquinhaMata AlagoanaLeste Alagoano",1661
"CacimbinhasPalmeira dos ÍndiosAgreste Alagoano",1662
"CajueiroMata AlagoanaLeste Alagoano",1663
"CampestreMata AlagoanaLeste Alagoano",1664
"Campo AlegreSão Miguel dos CamposLeste Alagoano",1665
"Campo GrandeArapiracaAgreste Alagoano",1666
"CanapiSerrana do Sertão AlagoanoSertão Alagoano",1667
"CapelaMata AlagoanaLeste Alagoano",1668
"CarneirosSantana do IpanemaSertão Alagoano",1669
"Chã PretaSerrana dos QuilombosLeste Alagoano",1670
"Coité do NóiaArapiracaAgreste Alagoano",1671
"Colônia LeopoldinaMata AlagoanaLeste Alagoano",1672
"Coqueiro SecoMaceióLeste Alagoano",1673
"CoruripeSão Miguel dos CamposLeste Alagoano",1674
"CraíbasArapiracaAgreste Alagoano",1675
"Delmiro GouveiaAlagoana do Sertão do São FranciscoSertão Alagoano",1676
"Dois RiachosSantana do IpanemaSertão Alagoano",1677
"Estrela de AlagoasPalmeira dos ÍndiosAgreste Alagoano",1678
"Feira GrandeArapiracaAgreste Alagoano",1679
"Feliz DesertoPenedoLeste Alagoano",1680
"FlexeirasMata AlagoanaLeste Alagoano",1681
"Girau do PoncianoArapiracaAgreste Alagoano",1682
"IbateguaraSerrana dos QuilombosLeste Alagoano",1683
"IgaciPalmeira dos ÍndiosAgreste Alagoano",1684
"Igreja NovaPenedoLeste Alagoano",1685
"InhapiSerrana do Sertão AlagoanoSertão Alagoano",1686
"Jacaré dos HomensBatalhaSertão Alagoano",1687
"JacuípeMata AlagoanaLeste Alagoano",1688
"JaparatingaLitoral Norte AlagoanoLeste Alagoano",1689
"JaramataiaBatalhaSertão Alagoano",1690
"Jequiá da PraiaSão Miguel dos CamposLeste Alagoano",1691
"Joaquim GomesMata AlagoanaLeste Alagoano",1692
"JundiáMata AlagoanaLeste Alagoano",1693
"JunqueiroSão Miguel dos CamposLeste Alagoano",1694
"Lagoa da CanoaArapiracaAgreste Alagoano",1695
"Limoeiro de AnadiaArapiracaAgreste Alagoano",1696
"MaceióMaceióLeste Alagoano",1697
"Major IsidoroBatalhaSertão Alagoano",1698
"Mar VermelhoPalmeira dos ÍndiosAgreste Alagoano",1699
"MaragogiLitoral Norte AlagoanoLeste Alagoano",1700
"MaravilhaSantana do IpanemaSertão Alagoano",1701
"Marechal DeodoroMaceióLeste Alagoano",1702
"MaribondoPalmeira dos ÍndiosAgreste Alagoano",1703
"Mata GrandeSerrana do Sertão AlagoanoSertão Alagoano",1704
"Matriz de CamaragibeMata AlagoanaLeste Alagoano",1705
"MessiasMata AlagoanaLeste Alagoano",1706
"Minador do NegrãoPalmeira dos ÍndiosAgreste Alagoano",1707
"MonteirópolisBatalhaSertão Alagoano",1708
"MuriciMata AlagoanaLeste Alagoano",1709
"Novo LinoMata AlagoanaLeste Alagoano",1710
"Olho d'Água das FloresBatalhaSertão Alagoano",1711
"Olho d'Água do CasadoAlagoana do Sertão do São FranciscoSertão Alagoano",1712
"Olho d'Água GrandeTraipuAgreste Alagoano",1713
"OlivençaBatalhaSertão Alagoano",1714
"Ouro BrancoSantana do IpanemaSertão Alagoano",1715
"PalestinaSantana do IpanemaSertão Alagoano",1716
"Palmeira dos ÍndiosPalmeira dos ÍndiosAgreste Alagoano",1717
"Pão de AçúcarSantana do IpanemaSertão Alagoano",1718
"PariconhaSerrana do Sertão AlagoanoSertão Alagoano",1719
"ParipueiraMaceióLeste Alagoano",1720
"Passo de CamaragibeLitoral Norte AlagoanoLeste Alagoano",1721
"Paulo JacintoPalmeira dos ÍndiosAgreste Alagoano",1722
"PenedoPenedoLeste Alagoano",1723
"PiaçabuçuPenedoLeste Alagoano",1724
"PilarMaceióLeste Alagoano",1725
"PindobaSerrana dos QuilombosLeste Alagoano",1726
"PiranhasAlagoana do Sertão do São FranciscoSertão Alagoano",1727
"Poço das TrincheirasSantana do IpanemaSertão Alagoano",1728
"Porto CalvoMata AlagoanaLeste Alagoano",1729
"Porto de PedrasLitoral Norte AlagoanoLeste Alagoano",1730
"Porto Real do ColégioPenedoLeste Alagoano",1731
"QuebranguloPalmeira dos ÍndiosAgreste Alagoano",1732
"Rio LargoMaceióLeste Alagoano",1733
"RoteiroSão Miguel dos CamposLeste Alagoano",1734
"Santa Luzia do NorteMaceióLeste Alagoano",1735
"Santana do IpanemaSantana do IpanemaSertão Alagoano",1736
"Santana do MundaúSerrana dos QuilombosLeste Alagoano",1737
"São BrásTraipuAgreste Alagoano",1738
"São José da LajeSerrana dos QuilombosLeste Alagoano",1739
"São José da TaperaSantana do IpanemaSertão Alagoano",1740
"São Luís do QuitundeMata AlagoanaLeste Alagoano",1741
"São Miguel dos CamposSão Miguel dos CamposLeste Alagoano",1742
"São Miguel dos MilagresLitoral Norte AlagoanoLeste Alagoano",1743
"São SebastiãoArapiracaAgreste Alagoano",1744
"SatubaMaceióLeste Alagoano",1745
"Senador Rui PalmeiraSantana do IpanemaSertão Alagoano",1746
"Tanque d'ArcaPalmeira dos ÍndiosAgreste Alagoano",1747
"TaquaranaArapiracaAgreste Alagoano",1748
"Teotônio VilelaSão Miguel dos CamposLeste Alagoano",1749
"TraipuTraipuAgreste Alagoano",1750
"União dos PalmaresSerrana dos QuilombosLeste Alagoano",1751
"ViçosaSerrana dos QuilombosLeste Alagoano",1752
"Amparo de São FranciscoPropriáLeste Sergipano",1753
"AquidabãNossa Senhora das DoresAgreste Sergipano",1754
"AracajuAracajuLeste Sergipano",1755
"ArauáBoquimLeste Sergipano",1756
"Areia BrancaAgreste de ItabaianaAgreste Sergipano",1757
"Barra dos CoqueirosAracajuLeste Sergipano",1758
"BoquimBoquimLeste Sergipano",1759
"Brejo GrandePropriáLeste Sergipano",1760
"Campo do BritoAgreste de ItabaianaAgreste Sergipano",1761
"CanhobaPropriáLeste Sergipano",1762
"Canindé de São FranciscoSergipana do Sertão do São FranciscoSertão Sergipano",1763
"CapelaCotinguibaLeste Sergipano",1764
"CariraCariraSertão Sergipano",1765
"CarmópolisBaixo CotinguibaLeste Sergipano",1766
"Cedro de São JoãoPropriáLeste Sergipano",1767
"CristinápolisBoquimLeste Sergipano",1768
"CumbeNossa Senhora das DoresAgreste Sergipano",1769
"Divina PastoraCotinguibaLeste Sergipano",1770
"EstânciaEstânciaLeste Sergipano",1771
"Feira NovaSergipana do Sertão do São FranciscoSertão Sergipano",1772
"Frei PauloCariraSertão Sergipano",1773
"GararuSergipana do Sertão do São FranciscoSertão Sergipano",1774
"General MaynardBaixo CotinguibaLeste Sergipano",1775
"Gracho CardosoSergipana do Sertão do São FranciscoSertão Sergipano",1776
"Ilha das FloresPropriáLeste Sergipano",1777
"IndiarobaEstânciaLeste Sergipano",1778
"ItabaianaAgreste de ItabaianaAgreste Sergipano",1779
"ItabaianinhaBoquimLeste Sergipano",1780
"ItabiSergipana do Sertão do São FranciscoSertão Sergipano",1781
"Itaporanga d'AjudaEstânciaLeste Sergipano",1782
"JaparatubaJaparatubaLeste Sergipano",1783
"JapoatãJaparatubaLeste Sergipano",1784
"LagartoAgreste de LagartoAgreste Sergipano",1785
"LaranjeirasBaixo CotinguibaLeste Sergipano",1786
"MacambiraAgreste de ItabaianaAgreste Sergipano",1787
"Malhada dos BoisNossa Senhora das DoresAgreste Sergipano",1788
"MalhadorAgreste de ItabaianaAgreste Sergipano",1789
"MaruimBaixo CotinguibaLeste Sergipano",1790
"Moita BonitaAgreste de ItabaianaAgreste Sergipano",1791
"Monte Alegre de SergipeSergipana do Sertão do São FranciscoSertão Sergipano",1792
"MuribecaNossa Senhora das DoresAgreste Sergipano",1793
"NeópolisPropriáLeste Sergipano",1794
"Nossa Senhora AparecidaCariraSertão Sergipano",1795
"Nossa Senhora da GlóriaSergipana do Sertão do São FranciscoSertão Sergipano",1796
"Nossa Senhora das DoresNossa Senhora das DoresAgreste Sergipano",1797
"Nossa Senhora de LourdesPropriáLeste Sergipano",1798
"Nossa Senhora do SocorroAracajuLeste Sergipano",1799
"PacatubaJaparatubaLeste Sergipano",1800
"Pedra MoleCariraSertão Sergipano",1801
"PedrinhasBoquimLeste Sergipano",1802
"PinhãoCariraSertão Sergipano",1803
"PirambuJaparatubaLeste Sergipano",1804
"Poço RedondoSergipana do Sertão do São FranciscoSertão Sergipano",1805
"Poço VerdeTobias BarretoAgreste Sergipano",1806
"Porto da FolhaSergipana do Sertão do São FranciscoSertão Sergipano",1807
"PropriáPropriáLeste Sergipano",1808
"Riachão do DantasAgreste de LagartoAgreste Sergipano",1809
"RiachueloBaixo CotinguibaLeste Sergipano",1810
"RibeirópolisCariraSertão Sergipano",1811
"Rosário do CateteBaixo CotinguibaLeste Sergipano",1812
"SalgadoBoquimLeste Sergipano",1813
"Santa Luzia do ItanhyEstânciaLeste Sergipano",1814
"Santa Rosa de LimaCotinguibaLeste Sergipano",1815
"Santana do São FranciscoPropriáLeste Sergipano",1816
"Santo Amaro das BrotasBaixo CotinguibaLeste Sergipano",1817
"São CristóvãoAracajuLeste Sergipano",1818
"São DomingosAgreste de ItabaianaAgreste Sergipano",1819
"São FranciscoJaparatubaLeste Sergipano",1820
"São Miguel do AleixoNossa Senhora das DoresAgreste Sergipano",1821
