mun_mic_mes,Municipio_ID
"Barra do GuaritaTrês PassosNoroeste Rio-grandense",4641
"Barra do QuaraíCampanha OcidentalSudoeste Rio-grandense",4642
"Barra do RibeiroCamaquãMetropolitana de Porto Alegre",4643
"Barra do Rio AzulErechimNoroeste Rio-grandense",4644
"Barra FundaCarazinhoNoroeste Rio-grandense",4645
"BarracãoSananduvaNoroeste Rio-grandense",4646
"Barros CassalSoledadeNoroeste Rio-grandense",4647
"Benjamin Constant do SulErechimNoroeste Rio-grandense",4648
"Bento GonçalvesCaxias do SulNordeste Rio-grandense",4649
"Boa Vista das MissõesCarazinhoNoroeste Rio-grandense",4650
"Boa Vista do BuricáTrês PassosNoroeste Rio-grandense",4651
"Boa Vista do CadeadoCruz AltaNoroeste Rio-grandense",4652
"Boa Vista do IncraCruz AltaNoroeste Rio-grandense",4653
"Boa Vista do SulCaxias do SulNordeste Rio-grandense",4654
"Bom JesusVacariaNordeste Rio-grandense",4655
"Bom PrincípioMontenegroMetropolitana de Porto Alegre",4656
"Bom ProgressoTrês PassosNoroeste Rio-grandense",4657
"Bom Retiro do SulLajeado-EstrelaCentro Oriental Rio-grandense",4658
"Boqueirão do LeãoLajeado-EstrelaCentro Oriental Rio-grandense",4659
"BossorocaSanto ÂngeloNoroeste Rio-grandense",4660
"BozanoIjuíNoroeste Rio-grandense",4661
"BragaTrês PassosNoroeste Rio-grandense",4662
"BrochierMontenegroMetropolitana de Porto Alegre",4663
"ButiáSão JerônimoMetropolitana de Porto Alegre",4664
"Caçapava do SulSerras de SudesteSudeste Rio-grandense",4665
"CacequiSanta MariaCentro Ocidental Rio-grandense",4666
"Cachoeira do SulCachoeira do SulCentro Oriental Rio-grandense",4667
"CachoeirinhaPorto AlegreMetropolitana de Porto Alegre",4668
"Cacique DobleSananduvaNoroeste Rio-grandense",4669
"CaibatéCerro LargoNoroeste Rio-grandense",4670
"CaiçaraFrederico WestphalenNoroeste Rio-grandense",4671
"CamaquãCamaquãMetropolitana de Porto Alegre",4672
"CamargoPasso FundoNoroeste Rio-grandense",4673
"Cambará do SulVacariaNordeste Rio-grandense",4674
"Campestre da SerraVacariaNordeste Rio-grandense",4675
"Campina das MissõesCerro LargoNoroeste Rio-grandense",4676
"Campinas do SulErechimNoroeste Rio-grandense",4677
"Campo BomPorto AlegreMetropolitana de Porto Alegre",4678
"Campo NovoTrês PassosNoroeste Rio-grandense",4679
"Campos BorgesCruz AltaNoroeste Rio-grandense",4680
"CandeláriaSanta Cruz do SulCentro Oriental Rio-grandense",4681
"Cândido GodóiSanta RosaNoroeste Rio-grandense",4682
"CandiotaSerras de SudesteSudeste Rio-grandense",4683
"CanelaGramado-CanelaMetropolitana de Porto Alegre",4684
"CanguçuPelotasSudeste Rio-grandense",4685
"CanoasPorto AlegreMetropolitana de Porto Alegre",4686
"Canudos do ValeLajeado-EstrelaCentro Oriental Rio-grandense",4687
"Capão Bonito do SulVacariaNordeste Rio-grandense",4688
"Capão da CanoaOsórioMetropolitana de Porto Alegre",4689
"Capão do CipóSantiagoCentro Ocidental Rio-grandense",4690
"Capão do LeãoPelotasSudeste Rio-grandense",4691
"Capela de SantanaMontenegroMetropolitana de Porto Alegre",4692
"CapitãoLajeado-EstrelaCentro Oriental Rio-grandense",4693
"Capivari do SulOsórioMetropolitana de Porto Alegre",4694
"CaraáOsórioMetropolitana de Porto Alegre",4695
"CarazinhoCarazinhoNoroeste Rio-grandense",4696
"Carlos BarbosaCaxias do SulNordeste Rio-grandense",4697
"Carlos GomesErechimNoroeste Rio-grandense",4698
"CascaPasso FundoNoroeste Rio-grandense",4699
"CaseirosPasso FundoNoroeste Rio-grandense",4700
"CatuípeSanto ÂngeloNoroeste Rio-grandense",4701
"Caxias do SulCaxias do SulNordeste Rio-grandense",4702
"CentenárioErechimNoroeste Rio-grandense",4703
"CerritoPelotasSudeste Rio-grandense",4704
"Cerro BrancoCachoeira do SulCentro Oriental Rio-grandense",4705
"Cerro GrandeCarazinhoNoroeste Rio-grandense",4706
"Cerro Grande do SulCamaquãMetropolitana de Porto Alegre",4707
"Cerro LargoCerro LargoNoroeste Rio-grandense",4708
"ChapadaCarazinhoNoroeste Rio-grandense",4709
"CharqueadasSão JerônimoMetropolitana de Porto Alegre",4710
"CharruaPasso FundoNoroeste Rio-grandense",4711
"ChiapettaIjuíNoroeste Rio-grandense",4712
"ChuíLitoral LagunarSudeste Rio-grandense",4713
"ChuviscaCamaquãMetropolitana de Porto Alegre",4714
"CidreiraOsórioMetropolitana de Porto Alegre",4715
"CiríacoPasso FundoNoroeste Rio-grandense",4716
"ColinasLajeado-EstrelaCentro Oriental Rio-grandense",4717
"ColoradoNão-Me-ToqueNoroeste Rio-grandense",4718
"CondorIjuíNoroeste Rio-grandense",4719
"ConstantinaFrederico WestphalenNoroeste Rio-grandense",4720
"Coqueiro BaixoLajeado-EstrelaCentro Oriental Rio-grandense",4721
"Coqueiros do SulCarazinhoNoroeste Rio-grandense",4722
"Coronel BarrosIjuíNoroeste Rio-grandense",4723
"Coronel BicacoIjuíNoroeste Rio-grandense",4724
"Coronel PilarCaxias do SulNordeste Rio-grandense",4725
"CotiporãCaxias do SulNordeste Rio-grandense",4726
"CoxilhaPasso FundoNoroeste Rio-grandense",4727
"CrissiumalTrês PassosNoroeste Rio-grandense",4728
"CristalPelotasSudeste Rio-grandense",4729
"Cristal do SulFrederico WestphalenNoroeste Rio-grandense",4730
"Cruz AltaCruz AltaNoroeste Rio-grandense",4731
"CruzaltenseErechimNoroeste Rio-grandense",4732
"Cruzeiro do SulLajeado-EstrelaCentro Oriental Rio-grandense",4733
"David CanabarroPasso FundoNoroeste Rio-grandense",4734
"DerrubadasTrês PassosNoroeste Rio-grandense",4735
"Dezesseis de NovembroSanto ÂngeloNoroeste Rio-grandense",4736
"Dilermando de AguiarSanta MariaCentro Ocidental Rio-grandense",4737
"Dois IrmãosGramado-CanelaMetropolitana de Porto Alegre",4738
"Dois Irmãos das MissõesFrederico WestphalenNoroeste Rio-grandense",4739
"Dois LajeadosGuaporéNordeste Rio-grandense",4740
"Dom FelicianoCamaquãMetropolitana de Porto Alegre",4741
"Dom PedritoCampanha MeridionalSudoeste Rio-grandense",4742
"Dom Pedro de AlcântaraOsórioMetropolitana de Porto Alegre",4743
"Dona FranciscaRestinga SecaCentro Ocidental Rio-grandense",4744
"Doutor Maurício CardosoTrês PassosNoroeste Rio-grandense",4745
"Doutor RicardoLajeado-EstrelaCentro Oriental Rio-grandense",4746
"Eldorado do SulPorto AlegreMetropolitana de Porto Alegre",4747
"EncantadoLajeado-EstrelaCentro Oriental Rio-grandense",4748
"Encruzilhada do SulSerras de SudesteSudeste Rio-grandense",4749
"Engenho VelhoFrederico WestphalenNoroeste Rio-grandense",4750
"Entre Rios do SulErechimNoroeste Rio-grandense",4751
"Entre-IjuísSanto ÂngeloNoroeste Rio-grandense",4752
"ErebangoErechimNoroeste Rio-grandense",4753
"ErechimErechimNoroeste Rio-grandense",4754
"ErnestinaPasso FundoNoroeste Rio-grandense",4755
"Erval GrandeErechimNoroeste Rio-grandense",4756
"Erval SecoFrederico WestphalenNoroeste Rio-grandense",4757
"EsmeraldaVacariaNordeste Rio-grandense",4758
"Esperança do SulTrês PassosNoroeste Rio-grandense",4759
"EspumosoCruz AltaNoroeste Rio-grandense",4760
"EstaçãoErechimNoroeste Rio-grandense",4761
"Estância VelhaPorto AlegreMetropolitana de Porto Alegre",4762
"EsteioPorto AlegreMetropolitana de Porto Alegre",4763
"EstrelaLajeado-EstrelaCentro Oriental Rio-grandense",4764
"Estrela VelhaSanta Cruz do SulCentro Oriental Rio-grandense",4765
"Eugênio de CastroSanto ÂngeloNoroeste Rio-grandense",4766
"Fagundes VarelaCaxias do SulNordeste Rio-grandense",4767
"FarroupilhaCaxias do SulNordeste Rio-grandense",4768
"Faxinal do SoturnoRestinga SecaCentro Ocidental Rio-grandense",4769
"FaxinalzinhoErechimNoroeste Rio-grandense",4770
"Fazenda VilanovaLajeado-EstrelaCentro Oriental Rio-grandense",4771
"FelizMontenegroMetropolitana de Porto Alegre",4772
"Flores da CunhaCaxias do SulNordeste Rio-grandense",4773
"Floriano PeixotoErechimNoroeste Rio-grandense",4774
"Fontoura XavierSoledadeNoroeste Rio-grandense",4775
"FormigueiroRestinga SecaCentro Ocidental Rio-grandense",4776
"ForquetinhaLajeado-EstrelaCentro Oriental Rio-grandense",4777
"Fortaleza dos ValosCruz AltaNoroeste Rio-grandense",4778
"Frederico WestphalenFrederico WestphalenNoroeste Rio-grandense",4779
"GaribaldiCaxias do SulNordeste Rio-grandense",4780
"GarruchosCampanha OcidentalSudoeste Rio-grandense",4781
"GauramaErechimNoroeste Rio-grandense",4782
"General CâmaraSão JerônimoMetropolitana de Porto Alegre",4783
"GentilPasso FundoNoroeste Rio-grandense",4784
"Getúlio VargasErechimNoroeste Rio-grandense",4785
"GiruáSanto ÂngeloNoroeste Rio-grandense",4786
"GlorinhaPorto AlegreMetropolitana de Porto Alegre",4787
"GramadoGramado-CanelaMetropolitana de Porto Alegre",4788
"Gramado dos LoureirosFrederico WestphalenNoroeste Rio-grandense",4789
"Gramado XavierSanta Cruz do SulCentro Oriental Rio-grandense",4790
"GravataíPorto AlegreMetropolitana de Porto Alegre",4791
"GuabijuGuaporéNordeste Rio-grandense",4792
"GuaíbaPorto AlegreMetropolitana de Porto Alegre",4793
"GuaporéGuaporéNordeste Rio-grandense",4794
"Guarani das MissõesCerro LargoNoroeste Rio-grandense",4795
"HarmoniaMontenegroMetropolitana de Porto Alegre",4796
"HervalJaguarãoSudeste Rio-grandense",4797
"HerveirasSanta Cruz do SulCentro Oriental Rio-grandense",4798
"HorizontinaTrês PassosNoroeste Rio-grandense",4799
"Hulha NegraCampanha MeridionalSudoeste Rio-grandense",4800
"HumaitáTrês PassosNoroeste Rio-grandense",4801
"IbaramaSanta Cruz do SulCentro Oriental Rio-grandense",4802
"IbiaçáSananduvaNoroeste Rio-grandense",4803
"IbiraiarasPasso FundoNoroeste Rio-grandense",4804
"IbirapuitãSoledadeNoroeste Rio-grandense",4805
"IbirubáCruz AltaNoroeste Rio-grandense",4806
"IgrejinhaGramado-CanelaMetropolitana de Porto Alegre",4807
"IjuíIjuíNoroeste Rio-grandense",4808
"IlópolisGuaporéNordeste Rio-grandense",4809
"ImbéOsórioMetropolitana de Porto Alegre",4810
"ImigranteLajeado-EstrelaCentro Oriental Rio-grandense",4811
"IndependênciaSanta RosaNoroeste Rio-grandense",4812
"InhacoráIjuíNoroeste Rio-grandense",4813
"IpêVacariaNordeste Rio-grandense",4814
"Ipiranga do SulErechimNoroeste Rio-grandense",4815
"IraíFrederico WestphalenNoroeste Rio-grandense",4816
"ItaaraSanta MariaCentro Ocidental Rio-grandense",4817
"ItacurubiSantiagoCentro Ocidental Rio-grandense",4818
"ItapucaGuaporéNordeste Rio-grandense",4819
"ItaquiCampanha OcidentalSudoeste Rio-grandense",4820
"ItatiOsórioMetropolitana de Porto Alegre",4821
"Itatiba do SulErechimNoroeste Rio-grandense",4822
"IvoráRestinga SecaCentro Ocidental Rio-grandense",4823
"IvotiGramado-CanelaMetropolitana de Porto Alegre",4824
"JaboticabaCarazinhoNoroeste Rio-grandense",4825
"JacuizinhoCruz AltaNoroeste Rio-grandense",4826
"JacutingaErechimNoroeste Rio-grandense",4827
"JaguarãoJaguarãoSudeste Rio-grandense",4828
"JaguariSanta MariaCentro Ocidental Rio-grandense",4829
"JaquiranaVacariaNordeste Rio-grandense",4830
"JariSantiagoCentro Ocidental Rio-grandense",4831
"JóiaCruz AltaNoroeste Rio-grandense",4832
"Júlio de CastilhosSantiagoCentro Ocidental Rio-grandense",4833
"Lagoa Bonita do SulSanta Cruz do SulCentro Oriental Rio-grandense",4834
"Lagoa dos Três CantosNão-Me-ToqueNoroeste Rio-grandense",4835
"Lagoa VermelhaVacariaNordeste Rio-grandense",4836
"LagoãoSoledadeNoroeste Rio-grandense",4837
"LajeadoLajeado-EstrelaCentro Oriental Rio-grandense",4838
"Lajeado do BugreCarazinhoNoroeste Rio-grandense",4839
"Lavras do SulCampanha MeridionalSudoeste Rio-grandense",4840
"Liberato SalzanoFrederico WestphalenNoroeste Rio-grandense",4841
"Lindolfo CollorGramado-CanelaMetropolitana de Porto Alegre",4842
"Linha NovaMontenegroMetropolitana de Porto Alegre",4843
"MaçambaráCampanha OcidentalSudoeste Rio-grandense",4844
"MachadinhoSananduvaNoroeste Rio-grandense",4845
"MampitubaOsórioMetropolitana de Porto Alegre",4846
"Manoel VianaCampanha OcidentalSudoeste Rio-grandense",4847
"MaquinéOsórioMetropolitana de Porto Alegre",4848
"MaratáMontenegroMetropolitana de Porto Alegre",4849
"MarauPasso FundoNoroeste Rio-grandense",4850
"Marcelino RamosErechimNoroeste Rio-grandense",4851
"Mariana PimentelPorto AlegreMetropolitana de Porto Alegre",4852
"Mariano MoroErechimNoroeste Rio-grandense",4853
"Marques de SouzaLajeado-EstrelaCentro Oriental Rio-grandense",4854
"MataSanta MariaCentro Ocidental Rio-grandense",4855
"Mato CastelhanoPasso FundoNoroeste Rio-grandense",4856
"Mato LeitãoSanta Cruz do SulCentro Oriental Rio-grandense",4857
"Mato QueimadoCerro LargoNoroeste Rio-grandense",4858
"Maximiliano de AlmeidaSananduvaNoroeste Rio-grandense",4859
"Minas do LeãoSão JerônimoMetropolitana de Porto Alegre",4860
"MiraguaíTrês PassosNoroeste Rio-grandense",4861
"MontauriGuaporéNordeste Rio-grandense",4862
"Monte Alegre dos CamposVacariaNordeste Rio-grandense",4863
"Monte Belo do SulCaxias do SulNordeste Rio-grandense",4864
"MontenegroMontenegroMetropolitana de Porto Alegre",4865
"MormaçoSoledadeNoroeste Rio-grandense",4866
"Morrinhos do SulOsórioMetropolitana de Porto Alegre",4867
"Morro RedondoPelotasSudeste Rio-grandense",4868
"Morro ReuterGramado-CanelaMetropolitana de Porto Alegre",4869
"MostardasOsórioMetropolitana de Porto Alegre",4870
"MuçumLajeado-EstrelaCentro Oriental Rio-grandense",4871
"Muitos CapõesVacariaNordeste Rio-grandense",4872
"MuliternoPasso FundoNoroeste Rio-grandense",4873
"Não-Me-ToqueNão-Me-ToqueNoroeste Rio-grandense",4874
"Nicolau VergueiroPasso FundoNoroeste Rio-grandense",4875
"NonoaiFrederico WestphalenNoroeste Rio-grandense",4876
"Nova AlvoradaGuaporéNordeste Rio-grandense",4877
"Nova AraçáGuaporéNordeste Rio-grandense",4878
"Nova BassanoGuaporéNordeste Rio-grandense",4879
"Nova Boa VistaCarazinhoNoroeste Rio-grandense",4880
"Nova BrésciaLajeado-EstrelaCentro Oriental Rio-grandense",4881
"Nova CandeláriaTrês PassosNoroeste Rio-grandense",4882
"Nova Esperança do SulSanta MariaCentro Ocidental Rio-grandense",4883
"Nova HartzPorto AlegreMetropolitana de Porto Alegre",4884
"Nova PáduaCaxias do SulNordeste Rio-grandense",4885
"Nova PalmaRestinga SecaCentro Ocidental Rio-grandense",4886
"Nova PetrópolisGramado-CanelaMetropolitana de Porto Alegre",4887
"Nova PrataGuaporéNordeste Rio-grandense",4888
"Nova RamadaIjuíNoroeste Rio-grandense",4889
"Nova Roma do SulCaxias do SulNordeste Rio-grandense",4890
"Nova Santa RitaPorto AlegreMetropolitana de Porto Alegre",4891
"Novo BarreiroCarazinhoNoroeste Rio-grandense",4892
"Novo CabraisCachoeira do SulCentro Oriental Rio-grandense",4893
"Novo HamburgoPorto AlegreMetropolitana de Porto Alegre",4894
"Novo MachadoSanta RosaNoroeste Rio-grandense",4895
"Novo TiradentesFrederico WestphalenNoroeste Rio-grandense",4896
"Novo XinguFrederico WestphalenNoroeste Rio-grandense",4897
"OsórioOsórioMetropolitana de Porto Alegre",4898
"Paim FilhoSananduvaNoroeste Rio-grandense",4899
"Palmares do SulOsórioMetropolitana de Porto Alegre",4900
"Palmeira das MissõesCarazinhoNoroeste Rio-grandense",4901
"PalmitinhoFrederico WestphalenNoroeste Rio-grandense",4902
"PanambiIjuíNoroeste Rio-grandense",4903
"Pantano GrandeCachoeira do SulCentro Oriental Rio-grandense",4904
"ParaíGuaporéNordeste Rio-grandense",4905
"Paraíso do SulCachoeira do SulCentro Oriental Rio-grandense",4906
"Pareci NovoMontenegroMetropolitana de Porto Alegre",4907
"ParobéPorto AlegreMetropolitana de Porto Alegre",4908
"Passa SeteSanta Cruz do SulCentro Oriental Rio-grandense",4909
"Passo do SobradoCachoeira do SulCentro Oriental Rio-grandense",4910
"Passo FundoPasso FundoNoroeste Rio-grandense",4911
"Paulo BentoErechimNoroeste Rio-grandense",4912
"PaveramaLajeado-EstrelaCentro Oriental Rio-grandense",4913
"Pedras AltasSerras de SudesteSudeste Rio-grandense",4914
"Pedro OsórioPelotasSudeste Rio-grandense",4915
"PejuçaraIjuíNoroeste Rio-grandense",4916
"PelotasPelotasSudeste Rio-grandense",4917
"Picada CaféGramado-CanelaMetropolitana de Porto Alegre",4918
"PinhalCarazinhoNoroeste Rio-grandense",4919
"Pinhal da SerraVacariaNordeste Rio-grandense",4920
"Pinhal GrandeSantiagoCentro Ocidental Rio-grandense",4921
"Pinheirinho do ValeFrederico WestphalenNoroeste Rio-grandense",4922
"Pinheiro MachadoSerras de SudesteSudeste Rio-grandense",4923
"Pinto BandeiraCaxias do SulNordeste Rio-grandense",4924
"PirapóSanto ÂngeloNoroeste Rio-grandense",4925
"PiratiniSerras de SudesteSudeste Rio-grandense",4926
"PlanaltoFrederico WestphalenNoroeste Rio-grandense",4927
"Poço das AntasMontenegroMetropolitana de Porto Alegre",4928
"PontãoPasso FundoNoroeste Rio-grandense",4929
"Ponte PretaErechimNoroeste Rio-grandense",4930
"PortãoMontenegroMetropolitana de Porto Alegre",4931
"Porto AlegrePorto AlegreMetropolitana de Porto Alegre",4932
"Porto LucenaSanta RosaNoroeste Rio-grandense",4933
"Porto MauáSanta RosaNoroeste Rio-grandense",4934
"Porto Vera CruzSanta RosaNoroeste Rio-grandense",4935
"Porto XavierCerro LargoNoroeste Rio-grandense",4936
"Pouso NovoLajeado-EstrelaCentro Oriental Rio-grandense",4937
"Presidente LucenaGramado-CanelaMetropolitana de Porto Alegre",4938
"ProgressoLajeado-EstrelaCentro Oriental Rio-grandense",4939
"Protásio AlvesGuaporéNordeste Rio-grandense",4940
"PutingaGuaporéNordeste Rio-grandense",4941
"QuaraíCampanha OcidentalSudoeste Rio-grandense",4942
"Quatro IrmãosErechimNoroeste Rio-grandense",4943
"QuevedosSantiagoCentro Ocidental Rio-grandense",4944
"Quinze de NovembroCruz AltaNoroeste Rio-grandense",4945
"RedentoraTrês PassosNoroeste Rio-grandense",4946
"RelvadoLajeado-EstrelaCentro Oriental Rio-grandense",4947
"Restinga SêcaRestinga SecaCentro Ocidental Rio-grandense",4948
"Rio dos ÍndiosFrederico WestphalenNoroeste Rio-grandense",4949
"Rio GrandeLitoral LagunarSudeste Rio-grandense",4950
"Rio PardoCachoeira do SulCentro Oriental Rio-grandense",4951
"RiozinhoGramado-CanelaMetropolitana de Porto Alegre",4952
"Roca SalesLajeado-EstrelaCentro Oriental Rio-grandense",4953
"Rodeio BonitoFrederico WestphalenNoroeste Rio-grandense",4954
"RoladorSanto ÂngeloNoroeste Rio-grandense",4955
"RolanteGramado-CanelaMetropolitana de Porto Alegre",4956
"Ronda AltaPasso FundoNoroeste Rio-grandense",4957
"RondinhaFrederico WestphalenNoroeste Rio-grandense",4958
"Roque GonzalesCerro LargoNoroeste Rio-grandense",4959
"Rosário do SulCampanha CentralSudoeste Rio-grandense",4960
"Sagrada FamíliaCarazinhoNoroeste Rio-grandense",4961
"Saldanha MarinhoCruz AltaNoroeste Rio-grandense",4962
"Salto do JacuíCruz AltaNoroeste Rio-grandense",4963
"Salvador das MissõesCerro LargoNoroeste Rio-grandense",4964
"Salvador do SulMontenegroMetropolitana de Porto Alegre",4965
"SananduvaSananduvaNoroeste Rio-grandense",4966
"Santa Bárbara do SulCruz AltaNoroeste Rio-grandense",4967
"Santa Cecília do SulPasso FundoNoroeste Rio-grandense",4968
"Santa Clara do SulLajeado-EstrelaCentro Oriental Rio-grandense",4969
"Santa Cruz do SulSanta Cruz do SulCentro Oriental Rio-grandense",4970
"Santa Margarida do SulCampanha CentralSudoeste Rio-grandense",4971
"Santa MariaSanta MariaCentro Ocidental Rio-grandense",4972
"Santa Maria do HervalGramado-CanelaMetropolitana de Porto Alegre",4973
"Santa RosaSanta RosaNoroeste Rio-grandense",4974
"Santa TerezaCaxias do SulNordeste Rio-grandense",4975
"Santa Vitória do PalmarLitoral LagunarSudeste Rio-grandense",4976
"Santana da Boa VistaSerras de SudesteSudeste Rio-grandense",4977
"Sant'Ana do LivramentoCampanha CentralSudoeste Rio-grandense",4978
"SantiagoSantiagoCentro Ocidental Rio-grandense",4979
"Santo ÂngeloSanto ÂngeloNoroeste Rio-grandense",4980
"Santo Antônio da PatrulhaOsórioMetropolitana de Porto Alegre",4981
"Santo Antônio das MissõesSanto ÂngeloNoroeste Rio-grandense",4982
"Santo Antônio do PalmaPasso FundoNoroeste Rio-grandense",4983
"Santo Antônio do PlanaltoCarazinhoNoroeste Rio-grandense",4984
"Santo AugustoIjuíNoroeste Rio-grandense",4985
"Santo CristoSanta RosaNoroeste Rio-grandense",4986
"Santo Expedito do SulSananduvaNoroeste Rio-grandense",4987
"São BorjaCampanha OcidentalSudoeste Rio-grandense",4988
"São Domingos do SulPasso FundoNoroeste Rio-grandense",4989
"São Francisco de AssisCampanha OcidentalSudoeste Rio-grandense",4990
"São Francisco de PaulaVacariaNordeste Rio-grandense",4991
"São GabrielCampanha CentralSudoeste Rio-grandense",4992
"São JerônimoSão JerônimoMetropolitana de Porto Alegre",4993
"São João da UrtigaSananduvaNoroeste Rio-grandense",4994
"São João do PolêsineRestinga SecaCentro Ocidental Rio-grandense",4995
"São JorgeGuaporéNordeste Rio-grandense",4996
"São José das MissõesCarazinhoNoroeste Rio-grandense",4997
"São José do HervalSoledadeNoroeste Rio-grandense",4998
"São José do HortêncioMontenegroMetropolitana de Porto Alegre",4999
"São José do InhacoráSanta RosaNoroeste Rio-grandense",5000
"São José do NorteLitoral LagunarSudeste Rio-grandense",5001
"São José do OuroSananduvaNoroeste Rio-grandense",5002
"São José do SulMontenegroMetropolitana de Porto Alegre",5003
"São José dos AusentesVacariaNordeste Rio-grandense",5004
"São LeopoldoPorto AlegreMetropolitana de Porto Alegre",5005
"São Lourenço do SulPelotasSudeste Rio-grandense",5006
"São Luiz GonzagaSanto ÂngeloNoroeste Rio-grandense",5007
"São MarcosCaxias do SulNordeste Rio-grandense",5008
"São MartinhoTrês PassosNoroeste Rio-grandense",5009
"São Martinho da SerraSanta MariaCentro Ocidental Rio-grandense",5010
"São Miguel das MissõesSanto ÂngeloNoroeste Rio-grandense",5011
"São NicolauSanto ÂngeloNoroeste Rio-grandense",5012
"São Paulo das MissõesCerro LargoNoroeste Rio-grandense",5013
"São Pedro da SerraMontenegroMetropolitana de Porto Alegre",5014
"São Pedro das MissõesCarazinhoNoroeste Rio-grandense",5015
"São Pedro do ButiáCerro LargoNoroeste Rio-grandense",5016
"São Pedro do SulSanta MariaCentro Ocidental Rio-grandense",5017
"São Sebastião do CaíMontenegroMetropolitana de Porto Alegre",5018
"São SepéSanta MariaCentro Ocidental Rio-grandense",5019
"São ValentimErechimNoroeste Rio-grandense",5020
"São Valentim do SulGuaporéNordeste Rio-grandense",5021
"São Valério do SulIjuíNoroeste Rio-grandense",5022
"São VendelinoMontenegroMetropolitana de Porto Alegre",5023
"São Vicente do SulSanta MariaCentro Ocidental Rio-grandense",5024
"SapirangaPorto AlegreMetropolitana de Porto Alegre",5025
"Sapucaia do SulPorto AlegreMetropolitana de Porto Alegre",5026
"SarandiCarazinhoNoroeste Rio-grandense",5027
"SeberiFrederico WestphalenNoroeste Rio-grandense",5028
"Sede NovaTrês PassosNoroeste Rio-grandense",5029
"SegredoSanta Cruz do SulCentro Oriental Rio-grandense",5030
"SelbachNão-Me-ToqueNoroeste Rio-grandense",5031
"Senador Salgado FilhoSanto ÂngeloNoroeste Rio-grandense",5032
"Sentinela do SulCamaquãMetropolitana de Porto Alegre",5033
"Serafina CorrêaGuaporéNordeste Rio-grandense",5034
"SérioLajeado-EstrelaCentro Oriental Rio-grandense",5035
"SertãoPasso FundoNoroeste Rio-grandense",5036
"Sertão SantanaPorto AlegreMetropolitana de Porto Alegre",5037
"Sete de SetembroCerro LargoNoroeste Rio-grandense",5038
"Severiano de AlmeidaErechimNoroeste Rio-grandense",5039
"Silveira MartinsRestinga SecaCentro Ocidental Rio-grandense",5040
"SinimbuSanta Cruz do SulCentro Oriental Rio-grandense",5041
"SobradinhoSanta Cruz do SulCentro Oriental Rio-grandense",5042
"SoledadeSoledadeNoroeste Rio-grandense",5043
"TabaíLajeado-EstrelaCentro Oriental Rio-grandense",5044
"TapejaraPasso FundoNoroeste Rio-grandense",5045
"TaperaNão-Me-ToqueNoroeste Rio-grandense",5046
"TapesCamaquãMetropolitana de Porto Alegre",5047
"TaquaraGramado-CanelaMetropolitana de Porto Alegre",5048
"TaquariLajeado-EstrelaCentro Oriental Rio-grandense",5049
"Taquaruçu do SulFrederico WestphalenNoroeste Rio-grandense",5050
"TavaresOsórioMetropolitana de Porto Alegre",5051
"Tenente PortelaTrês PassosNoroeste Rio-grandense",5052
"Terra de AreiaOsórioMetropolitana de Porto Alegre",5053
"TeutôniaLajeado-EstrelaCentro Oriental Rio-grandense",5054
"Tio HugoNão-Me-ToqueNoroeste Rio-grandense",5055
"Tiradentes do SulTrês PassosNoroeste Rio-grandense",5056
"ToropiSanta MariaCentro Ocidental Rio-grandense",5057
"TorresOsórioMetropolitana de Porto Alegre",5058
"TramandaíOsórioMetropolitana de Porto Alegre",5059
"TravesseiroLajeado-EstrelaCentro Oriental Rio-grandense",5060
"Três ArroiosErechimNoroeste Rio-grandense",5061
"Três CachoeirasOsórioMetropolitana de Porto Alegre",5062
"Três CoroasGramado-CanelaMetropolitana de Porto Alegre",5063
"Três de MaioSanta RosaNoroeste Rio-grandense",5064
"Três ForquilhasOsórioMetropolitana de Porto Alegre",5065
"Três PalmeirasFrederico WestphalenNoroeste Rio-grandense",5066
"Três PassosTrês PassosNoroeste Rio-grandense",5067
"Trindade do SulFrederico WestphalenNoroeste Rio-grandense",5068
"TriunfoSão JerônimoMetropolitana de Porto Alegre",5069
"TucunduvaSanta RosaNoroeste Rio-grandense",5070
"TunasSoledadeNoroeste Rio-grandense",5071
"Tupanci do SulSananduvaNoroeste Rio-grandense",5072
"TupanciretãSantiagoCentro Ocidental Rio-grandense",5073
"TupandiMontenegroMetropolitana de Porto Alegre",5074
"TuparendiSanta RosaNoroeste Rio-grandense",5075
"TuruçuPelotasSudeste Rio-grandense",5076
"UbiretamaSanto ÂngeloNoroeste Rio-grandense",5077
"União da SerraGuaporéNordeste Rio-grandense",5078
"UnistaldaSantiagoCentro Ocidental Rio-grandense",5079
"UruguaianaCampanha OcidentalSudoeste Rio-grandense",5080
"VacariaVacariaNordeste Rio-grandense",5081
"Vale do SolSanta Cruz do SulCentro Oriental Rio-grandense",5082
"Vale RealMontenegroMetropolitana de Porto Alegre",5083
"Vale VerdeSão JerônimoMetropolitana de Porto Alegre",5084
"VaniniPasso FundoNoroeste Rio-grandense",5085
"Venâncio AiresSanta Cruz do SulCentro Oriental Rio-grandense",5086
"Vera CruzSanta Cruz do SulCentro Oriental Rio-grandense",5087
"VeranópolisCaxias do SulNordeste Rio-grandense",5088
"Vespasiano CorrêaLajeado-EstrelaCentro Oriental Rio-grandense",5089
"ViadutosErechimNoroeste Rio-grandense",5090
"ViamãoPorto AlegreMetropolitana de Porto Alegre",5091
