Municipio_ID,Municipio_Nome (UF),Municipio_Nome,Microrregião_ID,Microrregião,Mesorregião,UF,Municipio_Meso_Micro
141,Cantá (RR),Cantá,28,Nordeste de Roraima,Norte de Roraima,RR,CantáNordeste de RoraimaNorte de Roraima
142,Caracaraí (RR),Caracaraí,29,Caracaraí,Sul de Roraima,RR,CaracaraíCaracaraíSul de Roraima
143,Caroebe (RR),Caroebe,30,Sudeste de Roraima,Sul de Roraima,RR,CaroebeSudeste de RoraimaSul de Roraima
144,Iracema (RR),Iracema,29,Caracaraí,Sul de Roraima,RR,IracemaCaracaraíSul de Roraima
145,Mucajaí (RR),Mucajaí,29,Caracaraí,Sul de Roraima,RR,MucajaíCaracaraíSul de Roraima
146,Normandia (RR),Normandia,28,Nordeste de Roraima,Norte de Roraima,RR,NormandiaNordeste de RoraimaNorte de Roraima
147,Pacaraima (RR),Pacaraima,27,Boa Vista,Norte de Roraima,RR,PacaraimaBoa VistaNorte de Roraima
148,Rorainópolis (RR),Rorainópolis,30,Sudeste de Roraima,Sul de Roraima,RR,RorainópolisSudeste de RoraimaSul de Roraima
149,São João da Baliza (RR),São João da Baliza,30,Sudeste de Roraima,Sul de Roraima,RR,São João da BalizaSudeste de RoraimaSul de Roraima
150,São Luiz (RR),São Luiz,30,Sudeste de Roraima,Sul de Roraima,RR,São LuizSudeste de RoraimaSul de Roraima
151,Uiramutã (RR),Uiramutã,28,Nordeste de Roraima,Norte de Roraima,RR,UiramutãNordeste de RoraimaNorte de Roraima
152,Abaetetuba (PA),Abaetetuba,31,Cametá,Nordeste Paraense,PA,AbaetetubaCametáNordeste Paraense
153,Abel Figueiredo (PA),Abel Figueiredo,32,Paragominas,Sudeste Paraense,PA,Abel FigueiredoParagominasSudeste Paraense
154,Acará (PA),Acará,33,Tomé-Açu,Nordeste Paraense,PA,AcaráTomé-AçuNordeste Paraense
155,Afuá (PA),Afuá,34,Furos de Breves,Marajó,PA,AfuáFuros de BrevesMarajó
156,Água Azul do Norte (PA),Água Azul do Norte,35,Parauapebas,Sudeste Paraense,PA,Água Azul do NorteParauapebasSudeste Paraense
157,Alenquer (PA),Alenquer,36,Santarém,Baixo Amazonas,PA,AlenquerSantarémBaixo Amazonas
158,Almeirim (PA),Almeirim,37,Almeirim,Baixo Amazonas,PA,AlmeirimAlmeirimBaixo Amazonas
159,Altamira (PA),Altamira,38,Altamira,Sudoeste Paraense,PA,AltamiraAltamiraSudoeste Paraense
160,Anajás (PA),Anajás,34,Furos de Breves,Marajó,PA,AnajásFuros de BrevesMarajó
161,Ananindeua (PA),Ananindeua,39,Belém,Metropolitana de Belém,PA,AnanindeuaBelémMetropolitana de Belém
162,Anapu (PA),Anapu,38,Altamira,Sudoeste Paraense,PA,AnapuAltamiraSudoeste Paraense
163,Augusto Corrêa (PA),Augusto Corrêa,40,Bragantina,Nordeste Paraense,PA,Augusto CorrêaBragantinaNordeste Paraense
164,Aurora do Pará (PA),Aurora do Pará,41,Guamá,Nordeste Paraense,PA,Aurora do ParáGuamáNordeste Paraense
165,Aveiro (PA),Aveiro,42,Itaituba,Sudoeste Paraense,PA,AveiroItaitubaSudoeste Paraense
166,Bagre (PA),Bagre,43,Portel,Marajó,PA,BagrePortelMarajó
167,Baião (PA),Baião,31,Cametá,Nordeste Paraense,PA,BaiãoCametáNordeste Paraense
168,Bannach (PA),Bannach,44,São Félix do Xingu,Sudeste Paraense,PA,BannachSão Félix do XinguSudeste Paraense
169,Barcarena (PA),Barcarena,39,Belém,Metropolitana de Belém,PA,BarcarenaBelémMetropolitana de Belém
170,Belém (PA),Belém,39,Belém,Metropolitana de Belém,PA,BelémBelémMetropolitana de Belém
171,Belterra (PA),Belterra,36,Santarém,Baixo Amazonas,PA,BelterraSantarémBaixo Amazonas
172,Benevides (PA),Benevides,39,Belém,Metropolitana de Belém,PA,BenevidesBelémMetropolitana de Belém
173,Bom Jesus do Tocantins (PA),Bom Jesus do Tocantins,32,Paragominas,Sudeste Paraense,PA,Bom Jesus do TocantinsParagominasSudeste Paraense
174,Bonito (PA),Bonito,40,Bragantina,Nordeste Paraense,PA,BonitoBragantinaNordeste Paraense
175,Bragança (PA),Bragança,40,Bragantina,Nordeste Paraense,PA,BragançaBragantinaNordeste Paraense
176,Brasil Novo (PA),Brasil Novo,38,Altamira,Sudoeste Paraense,PA,Brasil NovoAltamiraSudoeste Paraense
177,Brejo Grande do Araguaia (PA),Brejo Grande do Araguaia,45,Marabá,Sudeste Paraense,PA,Brejo Grande do AraguaiaMarabáSudeste Paraense
178,Breu Branco (PA),Breu Branco,46,Tucuruí,Sudeste Paraense,PA,Breu BrancoTucuruíSudeste Paraense
179,Breves (PA),Breves,34,Furos de Breves,Marajó,PA,BrevesFuros de BrevesMarajó
180,Bujaru (PA),Bujaru,47,Castanhal,Metropolitana de Belém,PA,BujaruCastanhalMetropolitana de Belém
181,Cachoeira do Arari (PA),Cachoeira do Arari,48,Arari,Marajó,PA,Cachoeira do ArariArariMarajó
182,Cachoeira do Piriá (PA),Cachoeira do Piriá,41,Guamá,Nordeste Paraense,PA,Cachoeira do PiriáGuamáNordeste Paraense
183,Cametá (PA),Cametá,31,Cametá,Nordeste Paraense,PA,CametáCametáNordeste Paraense
184,Canaã dos Carajás (PA),Canaã dos Carajás,35,Parauapebas,Sudeste Paraense,PA,Canaã dos CarajásParauapebasSudeste Paraense
185,Capanema (PA),Capanema,40,Bragantina,Nordeste Paraense,PA,CapanemaBragantinaNordeste Paraense
186,Capitão Poço (PA),Capitão Poço,41,Guamá,Nordeste Paraense,PA,Capitão PoçoGuamáNordeste Paraense
187,Castanhal (PA),Castanhal,47,Castanhal,Metropolitana de Belém,PA,CastanhalCastanhalMetropolitana de Belém
188,Chaves (PA),Chaves,48,Arari,Marajó,PA,ChavesArariMarajó
189,Colares (PA),Colares,49,Salgado,Nordeste Paraense,PA,ColaresSalgadoNordeste Paraense
190,Conceição do Araguaia (PA),Conceição do Araguaia,50,Conceição do Araguaia,Sudeste Paraense,PA,Conceição do AraguaiaConceição do AraguaiaSudeste Paraense
191,Concórdia do Pará (PA),Concórdia do Pará,33,Tomé-Açu,Nordeste Paraense,PA,Concórdia do ParáTomé-AçuNordeste Paraense
192,Cumaru do Norte (PA),Cumaru do Norte,44,São Félix do Xingu,Sudeste Paraense,PA,Cumaru do NorteSão Félix do XinguSudeste Paraense
193,Curionópolis (PA),Curionópolis,35,Parauapebas,Sudeste Paraense,PA,CurionópolisParauapebasSudeste Paraense
194,Curralinho (PA),Curralinho,34,Furos de Breves,Marajó,PA,CurralinhoFuros de BrevesMarajó
195,Curuá (PA),Curuá,36,Santarém,Baixo Amazonas,PA,CuruáSantarémBaixo Amazonas
196,Curuçá (PA),Curuçá,49,Salgado,Nordeste Paraense,PA,CuruçáSalgadoNordeste Paraense
197,Dom Eliseu (PA),Dom Eliseu,32,Paragominas,Sudeste Paraense,PA,Dom EliseuParagominasSudeste Paraense
198,Eldorado do Carajás (PA),Eldorado do Carajás,35,Parauapebas,Sudeste Paraense,PA,Eldorado do CarajásParauapebasSudeste Paraense
199,Faro (PA),Faro,51,Óbidos,Baixo Amazonas,PA,FaroÓbidosBaixo Amazonas
200,Floresta do Araguaia (PA),Floresta do Araguaia,50,Conceição do Araguaia,Sudeste Paraense,PA,Floresta do AraguaiaConceição do AraguaiaSudeste Paraense
201,Garrafão do Norte (PA),Garrafão do Norte,41,Guamá,Nordeste Paraense,PA,Garrafão do NorteGuamáNordeste Paraense
202,Goianésia do Pará (PA),Goianésia do Pará,32,Paragominas,Sudeste Paraense,PA,Goianésia do ParáParagominasSudeste Paraense
203,Gurupá (PA),Gurupá,43,Portel,Marajó,PA,GurupáPortelMarajó
204,Igarapé-Açu (PA),Igarapé-Açu,40,Bragantina,Nordeste Paraense,PA,Igarapé-AçuBragantinaNordeste Paraense
205,Igarapé-Miri (PA),Igarapé-Miri,31,Cametá,Nordeste Paraense,PA,Igarapé-MiriCametáNordeste Paraense
206,Inhangapi (PA),Inhangapi,47,Castanhal,Metropolitana de Belém,PA,InhangapiCastanhalMetropolitana de Belém
207,Ipixuna do Pará (PA),Ipixuna do Pará,41,Guamá,Nordeste Paraense,PA,Ipixuna do ParáGuamáNordeste Paraense
208,Irituia (PA),Irituia,41,Guamá,Nordeste Paraense,PA,IrituiaGuamáNordeste Paraense
209,Itaituba (PA),Itaituba,42,Itaituba,Sudoeste Paraense,PA,ItaitubaItaitubaSudoeste Paraense
210,Itupiranga (PA),Itupiranga,46,Tucuruí,Sudeste Paraense,PA,ItupirangaTucuruíSudeste Paraense
211,Jacareacanga (PA),Jacareacanga,42,Itaituba,Sudoeste Paraense,PA,JacareacangaItaitubaSudoeste Paraense
212,Jacundá (PA),Jacundá,46,Tucuruí,Sudeste Paraense,PA,JacundáTucuruíSudeste Paraense
213,Juruti (PA),Juruti,51,Óbidos,Baixo Amazonas,PA,JurutiÓbidosBaixo Amazonas
214,Limoeiro do Ajuru (PA),Limoeiro do Ajuru,31,Cametá,Nordeste Paraense,PA,Limoeiro do AjuruCametáNordeste Paraense
215,Mãe do Rio (PA),Mãe do Rio,41,Guamá,Nordeste Paraense,PA,Mãe do RioGuamáNordeste Paraense
216,Magalhães Barata (PA),Magalhães Barata,49,Salgado,Nordeste Paraense,PA,Magalhães BarataSalgadoNordeste Paraense
217,Marabá (PA),Marabá,45,Marabá,Sudeste Paraense,PA,MarabáMarabáSudeste Paraense
218,Maracanã (PA),Maracanã,49,Salgado,Nordeste Paraense,PA,MaracanãSalgadoNordeste Paraense
219,Marapanim (PA),Marapanim,49,Salgado,Nordeste Paraense,PA,MarapanimSalgadoNordeste Paraense
220,Marituba (PA),Marituba,39,Belém,Metropolitana de Belém,PA,MaritubaBelémMetropolitana de Belém
221,Medicilândia (PA),Medicilândia,38,Altamira,Sudoeste Paraense,PA,MedicilândiaAltamiraSudoeste Paraense
222,Melgaço (PA),Melgaço,43,Portel,Marajó,PA,MelgaçoPortelMarajó
223,Mocajuba (PA),Mocajuba,31,Cametá,Nordeste Paraense,PA,MocajubaCametáNordeste Paraense
224,Moju (PA),Moju,33,Tomé-Açu,Nordeste Paraense,PA,MojuTomé-AçuNordeste Paraense
225,Mojuí dos Campos (PA),Mojuí dos Campos,36,Santarém,Baixo Amazonas,PA,Mojuí dos CamposSantarémBaixo Amazonas
226,Monte Alegre (PA),Monte Alegre,36,Santarém,Baixo Amazonas,PA,Monte AlegreSantarémBaixo Amazonas
227,Muaná (PA),Muaná,48,Arari,Marajó,PA,MuanáArariMarajó
228,Nova Esperança do Piriá (PA),Nova Esperança do Piriá,41,Guamá,Nordeste Paraense,PA,Nova Esperança do PiriáGuamáNordeste Paraense
229,Nova Ipixuna (PA),Nova Ipixuna,46,Tucuruí,Sudeste Paraense,PA,Nova IpixunaTucuruíSudeste Paraense
230,Nova Timboteua (PA),Nova Timboteua,40,Bragantina,Nordeste Paraense,PA,Nova TimboteuaBragantinaNordeste Paraense
231,Novo Progresso (PA),Novo Progresso,42,Itaituba,Sudoeste Paraense,PA,Novo ProgressoItaitubaSudoeste Paraense
232,Novo Repartimento (PA),Novo Repartimento,46,Tucuruí,Sudeste Paraense,PA,Novo RepartimentoTucuruíSudeste Paraense
233,Óbidos (PA),Óbidos,51,Óbidos,Baixo Amazonas,PA,ÓbidosÓbidosBaixo Amazonas
234,Oeiras do Pará (PA),Oeiras do Pará,31,Cametá,Nordeste Paraense,PA,Oeiras do ParáCametáNordeste Paraense
235,Oriximiná (PA),Oriximiná,51,Óbidos,Baixo Amazonas,PA,OriximináÓbidosBaixo Amazonas
236,Ourém (PA),Ourém,41,Guamá,Nordeste Paraense,PA,OurémGuamáNordeste Paraense
237,Ourilândia do Norte (PA),Ourilândia do Norte,44,São Félix do Xingu,Sudeste Paraense,PA,Ourilândia do NorteSão Félix do XinguSudeste Paraense
238,Pacajá (PA),Pacajá,38,Altamira,Sudoeste Paraense,PA,PacajáAltamiraSudoeste Paraense
239,Palestina do Pará (PA),Palestina do Pará,45,Marabá,Sudeste Paraense,PA,Palestina do ParáMarabáSudeste Paraense
240,Paragominas (PA),Paragominas,32,Paragominas,Sudeste Paraense,PA,ParagominasParagominasSudeste Paraense
241,Parauapebas (PA),Parauapebas,35,Parauapebas,Sudeste Paraense,PA,ParauapebasParauapebasSudeste Paraense
242,Pau D'Arco (PA),Pau D'Arco,52,Redenção,Sudeste Paraense,PA,Pau D'ArcoRedençãoSudeste Paraense
243,Peixe-Boi (PA),Peixe-Boi,40,Bragantina,Nordeste Paraense,PA,Peixe-BoiBragantinaNordeste Paraense
244,Piçarra (PA),Piçarra,52,Redenção,Sudeste Paraense,PA,PiçarraRedençãoSudeste Paraense
245,Placas (PA),Placas,36,Santarém,Baixo Amazonas,PA,PlacasSantarémBaixo Amazonas
246,Ponta de Pedras (PA),Ponta de Pedras,48,Arari,Marajó,PA,Ponta de PedrasArariMarajó
247,Portel (PA),Portel,43,Portel,Marajó,PA,PortelPortelMarajó
248,Porto de Moz (PA),Porto de Moz,37,Almeirim,Baixo Amazonas,PA,Porto de MozAlmeirimBaixo Amazonas
249,Prainha (PA),Prainha,36,Santarém,Baixo Amazonas,PA,PrainhaSantarémBaixo Amazonas
250,Primavera (PA),Primavera,40,Bragantina,Nordeste Paraense,PA,PrimaveraBragantinaNordeste Paraense
251,Quatipuru (PA),Quatipuru,40,Bragantina,Nordeste Paraense,PA,QuatipuruBragantinaNordeste Paraense
252,Redenção (PA),Redenção,52,Redenção,Sudeste Paraense,PA,RedençãoRedençãoSudeste Paraense
253,Rio Maria (PA),Rio Maria,52,Redenção,Sudeste Paraense,PA,Rio MariaRedençãoSudeste Paraense
254,Rondon do Pará (PA),Rondon do Pará,32,Paragominas,Sudeste Paraense,PA,Rondon do ParáParagominasSudeste Paraense
255,Rurópolis (PA),Rurópolis,42,Itaituba,Sudoeste Paraense,PA,RurópolisItaitubaSudoeste Paraense
256,Salinópolis (PA),Salinópolis,49,Salgado,Nordeste Paraense,PA,SalinópolisSalgadoNordeste Paraense
257,Salvaterra (PA),Salvaterra,48,Arari,Marajó,PA,SalvaterraArariMarajó
258,Santa Bárbara do Pará (PA),Santa Bárbara do Pará,39,Belém,Metropolitana de Belém,PA,Santa Bárbara do ParáBelémMetropolitana de Belém
259,Santa Cruz do Arari (PA),Santa Cruz do Arari,48,Arari,Marajó,PA,Santa Cruz do ArariArariMarajó
260,Santa Izabel do Pará (PA),Santa Izabel do Pará,47,Castanhal,Metropolitana de Belém,PA,Santa Izabel do ParáCastanhalMetropolitana de Belém
261,Santa Luzia do Pará (PA),Santa Luzia do Pará,41,Guamá,Nordeste Paraense,PA,Santa Luzia do ParáGuamáNordeste Paraense
262,Santa Maria das Barreiras (PA),Santa Maria das Barreiras,50,Conceição do Araguaia,Sudeste Paraense,PA,Santa Maria das BarreirasConceição do AraguaiaSudeste Paraense
263,Santa Maria do Pará (PA),Santa Maria do Pará,40,Bragantina,Nordeste Paraense,PA,Santa Maria do ParáBragantinaNordeste Paraense
264,Santana do Araguaia (PA),Santana do Araguaia,50,Conceição do Araguaia,Sudeste Paraense,PA,Santana do AraguaiaConceição do AraguaiaSudeste Paraense
265,Santarém (PA),Santarém,36,Santarém,Baixo Amazonas,PA,SantarémSantarémBaixo Amazonas
266,Santarém Novo (PA),Santarém Novo,40,Bragantina,Nordeste Paraense,PA,Santarém NovoBragantinaNordeste Paraense
267,Santo Antônio do Tauá (PA),Santo Antônio do Tauá,47,Castanhal,Metropolitana de Belém,PA,Santo Antônio do TauáCastanhalMetropolitana de Belém
268,São Caetano de Odivelas (PA),São Caetano de Odivelas,49,Salgado,Nordeste Paraense,PA,São Caetano de OdivelasSalgadoNordeste Paraense
269,São Domingos do Araguaia (PA),São Domingos do Araguaia,45,Marabá,Sudeste Paraense,PA,São Domingos do AraguaiaMarabáSudeste Paraense
270,São Domingos do Capim (PA),São Domingos do Capim,41,Guamá,Nordeste Paraense,PA,São Domingos do CapimGuamáNordeste Paraense
271,São Félix do Xingu (PA),São Félix do Xingu,44,São Félix do Xingu,Sudeste Paraense,PA,São Félix do XinguSão Félix do XinguSudeste Paraense
272,São Francisco do Pará (PA),São Francisco do Pará,40,Bragantina,Nordeste Paraense,PA,São Francisco do ParáBragantinaNordeste Paraense
273,São Geraldo do Araguaia (PA),São Geraldo do Araguaia,52,Redenção,Sudeste Paraense,PA,São Geraldo do AraguaiaRedençãoSudeste Paraense
274,São João da Ponta (PA),São João da Ponta,49,Salgado,Nordeste Paraense,PA,São João da PontaSalgadoNordeste Paraense
275,São João de Pirabas (PA),São João de Pirabas,49,Salgado,Nordeste Paraense,PA,São João de PirabasSalgadoNordeste Paraense
276,São João do Araguaia (PA),São João do Araguaia,45,Marabá,Sudeste Paraense,PA,São João do AraguaiaMarabáSudeste Paraense
277,São Miguel do Guamá (PA),São Miguel do Guamá,41,Guamá,Nordeste Paraense,PA,São Miguel do GuamáGuamáNordeste Paraense
278,São Sebastião da Boa Vista (PA),São Sebastião da Boa Vista,34,Furos de Breves,Marajó,PA,São Sebastião da Boa VistaFuros de BrevesMarajó
279,Sapucaia (PA),Sapucaia,52,Redenção,Sudeste Paraense,PA,SapucaiaRedençãoSudeste Paraense
280,Senador José Porfírio (PA),Senador José Porfírio,38,Altamira,Sudoeste Paraense,PA,Senador José PorfírioAltamiraSudoeste Paraense
281,Soure (PA),Soure,48,Arari,Marajó,PA,SoureArariMarajó
282,Tailândia (PA),Tailândia,33,Tomé-Açu,Nordeste Paraense,PA,TailândiaTomé-AçuNordeste Paraense
283,Terra Alta (PA),Terra Alta,49,Salgado,Nordeste Paraense,PA,Terra AltaSalgadoNordeste Paraense
284,Terra Santa (PA),Terra Santa,51,Óbidos,Baixo Amazonas,PA,Terra SantaÓbidosBaixo Amazonas
285,Tomé-Açu (PA),Tomé-Açu,33,Tomé-Açu,Nordeste Paraense,PA,Tomé-AçuTomé-AçuNordeste Paraense
286,Tracuateua (PA),Tracuateua,40,Bragantina,Nordeste Paraense,PA,TracuateuaBragantinaNordeste Paraense
287,Trairão (PA),Trairão,42,Itaituba,Sudoeste Paraense,PA,TrairãoItaitubaSudoeste Paraense
288,Tucumã (PA),Tucumã,44,São Félix do Xingu,Sudeste Paraense,PA,TucumãSão Félix do XinguSudeste Paraense
289,Tucuruí (PA),Tucuruí,46,Tucuruí,Sudeste Paraense,PA,TucuruíTucuruíSudeste Paraense
290,Ulianópolis (PA),Ulianópolis,32,Paragominas,Sudeste Paraense,PA,UlianópolisParagominasSudeste Paraense
291,Uruará (PA),Uruará,38,Altamira,Sudoeste Paraense,PA,UruaráAltamiraSudoeste Paraense
292,Vigia (PA),Vigia,49,Salgado,Nordeste Paraense,PA,VigiaSalgadoNordeste Paraense
293,Viseu (PA),Viseu,41,Guamá,Nordeste Paraense,PA,ViseuGuamáNordeste Paraense
294,Vitória do Xingu (PA),Vitória do Xingu,38,Altamira,Sudoeste Paraense,PA,Vitória do XinguAltamiraSudoeste Paraense
295,Xinguara (PA),Xinguara,52,Redenção,Sudeste Paraense,PA,XinguaraRedençãoSudeste Paraense
296,Amapá (AP),Amapá,53,Amapá,Norte do Amapá,AP,AmapáAmapáNorte do Amapá
297,Calçoene (AP),Calçoene,54,Oiapoque,Norte do Amapá,AP,CalçoeneOiapoqueNorte do Amapá
298,Cutias (AP),Cutias,55,Macapá,Sul do Amapá,AP,CutiasMacapáSul do Amapá
299,Ferreira Gomes (AP),Ferreira Gomes,55,Macapá,Sul do Amapá,AP,Ferreira GomesMacapáSul do Amapá
300,Itaubal (AP),Itaubal,55,Macapá,Sul do Amapá,AP,ItaubalMacapáSul do Amapá
301,Laranjal do Jari (AP),Laranjal do Jari,56,Mazagão,Sul do Amapá,AP,Laranjal do JariMazagãoSul do Amapá
302,Macapá (AP),Macapá,55,Macapá,Sul do Amapá,AP,MacapáMacapáSul do Amapá
303,Mazagão (AP),Mazagão,56,Mazagão,Sul do Amapá,AP,MazagãoMazagãoSul do Amapá
304,Oiapoque (AP),Oiapoque,54,Oiapoque,Norte do Amapá,AP,OiapoqueOiapoqueNorte do Amapá
305,Pedra Branca do Amapari (AP),Pedra Branca do Amapari,55,Macapá,Sul do Amapá,AP,Pedra Branca do AmapariMacapáSul do Amapá
306,Porto Grande (AP),Porto Grande,55,Macapá,Sul do Amapá,AP,Porto GrandeMacapáSul do Amapá
307,Pracuúba (AP),Pracuúba,53,Amapá,Norte do Amapá,AP,PracuúbaAmapáNorte do Amapá
308,Santana (AP),Santana,55,Macapá,Sul do Amapá,AP,SantanaMacapáSul do Amapá
309,Serra do Navio (AP),Serra do Navio,55,Macapá,Sul do Amapá,AP,Serra do NavioMacapáSul do Amapá
310,Tartarugalzinho (AP),Tartarugalzinho,53,Amapá,Norte do Amapá,AP,TartarugalzinhoAmapáNorte do Amapá
311,Vitória do Jari (AP),Vitória do Jari,56,Mazagão,Sul do Amapá,AP,Vitória do JariMazagãoSul do Amapá
312,Abreulândia (TO),Abreulândia,57,Miracema do Tocantins,Ocidental do Tocantins,TO,AbreulândiaMiracema do TocantinsOcidental do Tocantins
313,Aguiarnópolis (TO),Aguiarnópolis,58,Bico do Papagaio,Ocidental do Tocantins,TO,AguiarnópolisBico do PapagaioOcidental do Tocantins
314,Aliança do Tocantins (TO),Aliança do Tocantins,59,Gurupi,Ocidental do Tocantins,TO,Aliança do TocantinsGurupiOcidental do Tocantins
315,Almas (TO),Almas,60,Dianópolis,Oriental do Tocantins,TO,AlmasDianópolisOriental do Tocantins
316,Alvorada (TO),Alvorada,59,Gurupi,Ocidental do Tocantins,TO,AlvoradaGurupiOcidental do Tocantins
317,Ananás (TO),Ananás,58,Bico do Papagaio,Ocidental do Tocantins,TO,AnanásBico do PapagaioOcidental do Tocantins
318,Angico (TO),Angico,58,Bico do Papagaio,Ocidental do Tocantins,TO,AngicoBico do PapagaioOcidental do Tocantins
319,Aparecida do Rio Negro (TO),Aparecida do Rio Negro,61,Porto Nacional,Oriental do Tocantins,TO,Aparecida do Rio NegroPorto NacionalOriental do Tocantins
320,Aragominas (TO),Aragominas,62,Araguaína,Ocidental do Tocantins,TO,AragominasAraguaínaOcidental do Tocantins
321,Araguacema (TO),Araguacema,57,Miracema do Tocantins,Ocidental do Tocantins,TO,AraguacemaMiracema do TocantinsOcidental do Tocantins
322,Araguaçu (TO),Araguaçu,63,Rio Formoso,Ocidental do Tocantins,TO,AraguaçuRio FormosoOcidental do Tocantins
323,Araguaína (TO),Araguaína,62,Araguaína,Ocidental do Tocantins,TO,AraguaínaAraguaínaOcidental do Tocantins
324,Araguanã (TO),Araguanã,62,Araguaína,Ocidental do Tocantins,TO,AraguanãAraguaínaOcidental do Tocantins
325,Araguatins (TO),Araguatins,58,Bico do Papagaio,Ocidental do Tocantins,TO,AraguatinsBico do PapagaioOcidental do Tocantins
326,Arapoema (TO),Arapoema,62,Araguaína,Ocidental do Tocantins,TO,ArapoemaAraguaínaOcidental do Tocantins
327,Arraias (TO),Arraias,60,Dianópolis,Oriental do Tocantins,TO,ArraiasDianópolisOriental do Tocantins
328,Augustinópolis (TO),Augustinópolis,58,Bico do Papagaio,Ocidental do Tocantins,TO,AugustinópolisBico do PapagaioOcidental do Tocantins
329,Aurora do Tocantins (TO),Aurora do Tocantins,60,Dianópolis,Oriental do Tocantins,TO,Aurora do TocantinsDianópolisOriental do Tocantins
330,Axixá do Tocantins (TO),Axixá do Tocantins,58,Bico do Papagaio,Ocidental do Tocantins,TO,Axixá do TocantinsBico do PapagaioOcidental do Tocantins
331,Babaçulândia (TO),Babaçulândia,62,Araguaína,Ocidental do Tocantins,TO,BabaçulândiaAraguaínaOcidental do Tocantins
332,Bandeirantes do Tocantins (TO),Bandeirantes do Tocantins,62,Araguaína,Ocidental do Tocantins,TO,Bandeirantes do TocantinsAraguaínaOcidental do Tocantins
333,Barra do Ouro (TO),Barra do Ouro,64,Jalapão,Oriental do Tocantins,TO,Barra do OuroJalapãoOriental do Tocantins
334,Barrolândia (TO),Barrolândia,57,Miracema do Tocantins,Ocidental do Tocantins,TO,BarrolândiaMiracema do TocantinsOcidental do Tocantins
335,Bernardo Sayão (TO),Bernardo Sayão,57,Miracema do Tocantins,Ocidental do Tocantins,TO,Bernardo SayãoMiracema do TocantinsOcidental do Tocantins
336,Bom Jesus do Tocantins (TO),Bom Jesus do Tocantins,61,Porto Nacional,Oriental do Tocantins,TO,Bom Jesus do TocantinsPorto NacionalOriental do Tocantins
337,Brasilândia do Tocantins (TO),Brasilândia do Tocantins,57,Miracema do Tocantins,Ocidental do Tocantins,TO,Brasilândia do TocantinsMiracema do TocantinsOcidental do Tocantins
338,Brejinho de Nazaré (TO),Brejinho de Nazaré,59,Gurupi,Ocidental do Tocantins,TO,Brejinho de NazaréGurupiOcidental do Tocantins
339,Buriti do Tocantins (TO),Buriti do Tocantins,58,Bico do Papagaio,Ocidental do Tocantins,TO,Buriti do TocantinsBico do PapagaioOcidental do Tocantins
340,Cachoeirinha (TO),Cachoeirinha,58,Bico do Papagaio,Ocidental do Tocantins,TO,CachoeirinhaBico do PapagaioOcidental do Tocantins
341,Campos Lindos (TO),Campos Lindos,64,Jalapão,Oriental do Tocantins,TO,Campos LindosJalapãoOriental do Tocantins
342,Cariri do Tocantins (TO),Cariri do Tocantins,59,Gurupi,Ocidental do Tocantins,TO,Cariri do TocantinsGurupiOcidental do Tocantins
343,Carmolândia (TO),Carmolândia,62,Araguaína,Ocidental do Tocantins,TO,CarmolândiaAraguaínaOcidental do Tocantins
344,Carrasco Bonito (TO),Carrasco Bonito,58,Bico do Papagaio,Ocidental do Tocantins,TO,Carrasco BonitoBico do PapagaioOcidental do Tocantins
345,Caseara (TO),Caseara,57,Miracema do Tocantins,Ocidental do Tocantins,TO,CasearaMiracema do TocantinsOcidental do Tocantins
346,Centenário (TO),Centenário,64,Jalapão,Oriental do Tocantins,TO,CentenárioJalapãoOriental do Tocantins
347,Chapada da Natividade (TO),Chapada da Natividade,60,Dianópolis,Oriental do Tocantins,TO,Chapada da NatividadeDianópolisOriental do Tocantins
348,Chapada de Areia (TO),Chapada de Areia,63,Rio Formoso,Ocidental do Tocantins,TO,Chapada de AreiaRio FormosoOcidental do Tocantins
349,Colinas do Tocantins (TO),Colinas do Tocantins,62,Araguaína,Ocidental do Tocantins,TO,Colinas do TocantinsAraguaínaOcidental do Tocantins
350,Colméia (TO),Colméia,57,Miracema do Tocantins,Ocidental do Tocantins,TO,ColméiaMiracema do TocantinsOcidental do Tocantins
351,Combinado (TO),Combinado,60,Dianópolis,Oriental do Tocantins,TO,CombinadoDianópolisOriental do Tocantins
352,Conceição do Tocantins (TO),Conceição do Tocantins,60,Dianópolis,Oriental do Tocantins,TO,Conceição do TocantinsDianópolisOriental do Tocantins
353,Couto Magalhães (TO),Couto Magalhães,57,Miracema do Tocantins,Ocidental do Tocantins,TO,Couto MagalhãesMiracema do TocantinsOcidental do Tocantins
354,Cristalândia (TO),Cristalândia,63,Rio Formoso,Ocidental do Tocantins,TO,CristalândiaRio FormosoOcidental do Tocantins
355,Crixás do Tocantins (TO),Crixás do Tocantins,59,Gurupi,Ocidental do Tocantins,TO,Crixás do TocantinsGurupiOcidental do Tocantins
356,Darcinópolis (TO),Darcinópolis,58,Bico do Papagaio,Ocidental do Tocantins,TO,DarcinópolisBico do PapagaioOcidental do Tocantins
357,Dianópolis (TO),Dianópolis,60,Dianópolis,Oriental do Tocantins,TO,DianópolisDianópolisOriental do Tocantins
358,Divinópolis do Tocantins (TO),Divinópolis do Tocantins,57,Miracema do Tocantins,Ocidental do Tocantins,TO,Divinópolis do TocantinsMiracema do TocantinsOcidental do Tocantins
